HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Answer.field1,Answer.field2,Approve,Reject
Rectangles: which show instructions or actions.","Enter text here... Diamonds: where you must make a decision.





Rectangles: which show instructions or actions ie process",,

3D7VY91L65SC2DS0KSII40M5GJWBMY,3VKSEF3049T1QZJ9S55AHE8CAVD0N7,Translate a flowchart,"Write the shapes along with words (e.g., rectangle: process one)  and relation triplets (e.g., process one, null, process two)","flowchart, write, transcription",$0.20,Mon Dec 05 16:49:22 PST 2016,1,BatchId:2620054;,1800,259200,Wed Jan 04 16:49:22 PST 2017,,,3STRJBFXOXMKUVK8P41PD1V4KMWKTG,A3C2QUMRIR1KKE,Approved,Mon Dec 05 18:30:37 PST 2016,Mon Dec 05 18:48:22 PST 2016,Thu Dec 08 18:48:22 PST 2016,Mon Dec 05 18:49:17 PST 2016,,,1065,100% (19/19),0% (0/0),0% (0/0),https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/LampFlowchart.svg/220px-LampFlowchart.svg.png,"Rectangle: Lamp doesn't work

Rhombus: Lamp plugged in?

Rectangle: Plug in a lamp

Rhombus: Bulb burned out?

Rectangle: Replace bulb

Rectangle: Repair lamp","Lamp doesn't work, Null, Lamp plugged in?

Lamp plugged in?, No, Plug in a lamp

Lamp plugged in?, Yes, Bulb burned out?

Bulb burned out?, Yes, Replace bulb

Bulb burned out?, No, Repair lamp",,

3NCN4N1H1GCIKVD0WTXIHFB5L96BNY,3VKSEF3049T1QZJ9S55AHE8CAVD0N7,Translate a flowchart,"Write the shapes along with words (e.g., rectangle: process one)  and relation triplets (e.g., process one, null, process two)","flowchart, write, transcription",$0.20,Mon Dec 05 16:49:22 PST 2016,1,BatchId:2620054;,1800,259200,Wed Jan 04 16:49:22 PST 2017,,,3VAR3R6G1QWKM2DZKYINTMGQQEQ8O4,A1EGJBJBFBZJBA,Approved,Mon Dec 05 19:53:39 PST 2016,Mon Dec 05 20:19:09 PST 2016,Thu Dec 08 20:19:09 PST 2016,Mon Dec 05 20:23:00 PST 2016,,,1530,100% (41/41),0% (0/0),0% (0/0),http://www.sawyoo.com/postpic/2013/03/powerpoint-flow-chart-template_206173.jpg,"Oval : Start

Parallelogram : Edit here

Rhombus : Question

Rectangle : Edit here

Rectangle : Edit here

Oval : END","Start,Null,Edit here

Edit here,Null,Question

Question,Yes,Edit here

Question,No,Edit here

Edit here,Null,END

Edit here,Null,END",,

3YGE63DIN8S7N2J4QERGTHSDNHCW0N,3VKSEF3049T1QZJ9S55AHE8CAVD0N7,Translate a flowchart,"Write the shapes along with words (e.g., rectangle: process one)  and relation triplets (e.g., process one, null, process two)","flowchart, write, transcription",$0.20,Mon Dec 05 16:49:22 PST 2016,1,BatchId:2620054;,1800,259200,Wed Jan 04 16:49:22 PST 2017,,,39JEC7537VWHOPC92MK6Q06HCY8CVG,A2VFN2WZ2A14IN,Approved,Mon Dec 05 20:00:48 PST 2016,Mon Dec 05 20:04:56 PST 2016,Thu Dec 08 20:04:56 PST 2016,Mon Dec 05 20:09:07 PST 2016,,,248,100% (5/5),0% (0/0),0% (0/0),https://elsmar.com/Imp/img213.jpg,"Rectangle: receive raw materials, receive parts,move to production,process material

triangle: inspect,disposition",disposition,,

3ZUE82NE0AWNU52CVTUVI8CVBCZ8FP,3VKSEF3049T1QZJ9S55AHE8CAVD0N7,Translate a flowchart,"Write the shapes along with words (e.g., rectangle: process one)  and relation triplets (e.g., process one, null, process two)","flowchart, write, transcription",$0.20,Mon Dec 05 16:49:22 PST 2016,1,BatchId:2620054;,1800,259200,Wed Jan 04 16:49:22 PST 2017,,,3VELCLL3GLE85PGLMAQIRIK4K7Q1FO,A1EGJBJBFBZJBA,Approved,Mon Dec 05 19:01:36 PST 2016,Mon Dec 05 19:08:13 PST 2016,Thu Dec 08 19:08:13 PST 2016,Mon Dec 05 19:29:35 PST 2016,,,397,100% (41/41),0% (0/0),0% (0/0),https://www.edrawsoft.com/images/examples/Basic-Flowchart-elements.gif,"Rectangle: Start

Rectangle: Remove packing from catch

Rectangle: Insert catch into fix position

Rectangle: Fasten catch into fix holes

Rectangle: End","Start,Null, Remove packing from catch

Remove packing from catch,Null,Insert catch into fix position

Insert catch into fix position,Null,Fasten catch into fix holes

Fasten catch into fix holes,Null,End",,

3RBI0I35XEY7TZD1O2RNGCB011X3YP,3VKSEF3049T1QZJ9S55AHE8CAVD0N7,Translate a flowchart,"Write the shapes along with words (e.g., rectangle: process one)  and relation triplets (e.g., process one, null, process two)","flowchart, write, transcription",$0.20,Mon Dec 05 16:49:22 PST 2016,1,BatchId:2620054;,1800,259200,Wed Jan 04 16:49:22 PST 2017,,,3LUY3GC630VY7OKHPT3W4MPLPZAP79,A3C2QUMRIR1KKE,Approved,Mon Dec 05 18:21:12 PST 2016,Mon Dec 05 18:42:44 PST 2016,Thu Dec 08 18:42:44 PST 2016,Mon Dec 05 18:49:06 PST 2016,,,1292,100% (19/19),0% (0/0),0% (0/0),http://2.bp.blogspot.com/-PkkvQy7GkoQ/UB6TBoXsCuI/AAAAAAAAAIU/jCdumeHa-1M/s1600/f1.png,"Rounded Rectangle: Start

Rectangle: Wait button pressed

Rhombus: 'Load' button pressed?

Rectangle: Load text file

Rhombus: 'Save' button pressed?

Rectangle: Save data in text box

Rhombus: 'Send' button pressed?

Rectangle: Encode data in text box and send to PIC transmitter module","Start, Null, Wait button pressed

Wait button pressed, Null, 'Load' button pressed?

'Load' button pressed?, Yes, Load text file

'Load' button pressed?, No, 'Save' button pressed?

Load text file, Null, Wait button pressed

'Save' button pressed?, Yes, Save data in text box

'Save' button pressed?, No, 'Send' button pressed?

Save data in text box, Null, Wait button pressed

'Send' button pressed?, Yes, Encode data in text box and send to PIC transmitter module

'Send' button pressed?, No, Wait button pressed

Encode data in text box and send to PIC transmitter module, Null, Wait button pressed",,

341H3G5YF09BHXO911BNSLMV4JGZ0G,3VKSEF3049T1QZJ9S55AHE8CAVD0N7,Translate a flowchart,"Write the shapes along with words (e.g., rectangle: process one)  and relation triplets (e.g., process one, null, process two)","flowchart, write, transcription",$0.20,Mon Dec 05 16:49:22 PST 2016,1,BatchId:2620054;,1800,259200,Wed Jan 04 16:49:22 PST 2017,,,3ATPCQ38J95AZ4AGNJBZR4KNUCEYAY,A3C2QUMRIR1KKE,Approved,Mon Dec 05 17:25:07 PST 2016,Mon Dec 05 17:36:03 PST 2016,Thu Dec 08 17:36:03 PST 2016,Mon Dec 05 18:01:36 PST 2016,,,656,100% (19/19),0% (0/0),0% (0/0),http://3.bp.blogspot.com/-l_bRUFKzcvc/TsyEbZgf1SI/AAAAAAAAAFY/ijqYtEDrDoU/s1600/flowChartExample1.gif,"Rounded rectangle: START

Parallelogram: Ask ""Is it raining today?""

Rhombus: Is it raining?

Rectangle: Leave umbrella at home.

Rectangle: Take an umbrella.

Rounded rectangle: END","START, Null, Ask ""Is it raining today?""

Ask ""Is it raining today?"", Null, Is it raining?

Is it raining?, NO, Leave umbrella at home.

Is it raining?, YES, Take an umbrella.

Leave umbrella at home, Null, END

Take an umbrella, Null, END",,

39WICJI5ATN7YPN6KOT6UJK27V13ZG,3VKSEF3049T1QZJ9S55AHE8CAVD0N7,Translate a flowchart,"Write the shapes along with words (e.g., rectangle: process one)  and relation triplets (e.g., process one, null, process two)","flowchart, write, transcription",$0.20,Mon Dec 05 16:49:22 PST 2016,1,BatchId:2620054;,1800,259200,Wed Jan 04 16:49:22 PST 2017,,,3JAOYWH7VJZCUMTCCY891177FF2L9O,A3C2QUMRIR1KKE,Approved,Mon Dec 05 19:35:11 PST 2016,Mon Dec 05 19:49:04 PST 2016,Thu Dec 08 19:49:04 PST 2016,Mon Dec 05 19:50:37 PST 2016,,,833,100% (19/19),0% (0/0),0% (0/0),http://www.conceptdraw.com/How-To-Guide/picture/Basic-flowchart-symbols-template.png,"Oval: Start

Parallelogram: Initial Data Entry

Rectangle: Data Processing

Rhombus: Data Valid?

Rectangle: Procedure Call

Parallelogram: Output Result

Oval: End","Start, Null, Initial Data Entry

Initial Data Entry, Null, Data Processing

Data Processing, Null, Data Valid?

Data Valid?, No, Initial Data Entry

Data Valid?, Yes, Procedure Call

Procedure Call, Null, Output Result

Output Result, Null, End",,

3S4TINXCC0I02GDCX8XVW4BABJBBOD,3VKSEF3049T1QZJ9S55AHE8CAVD0N7,Translate a flowchart,"Write the shapes along with words (e.g., rectangle: process one)  and relation triplets (e.g., process one, null, process two)","flowchart, write, transcription",$0.20,Mon Dec 05 16:49:22 PST 2016,1,BatchId:2620054;,1800,259200,Wed Jan 04 16:49:22 PST 2017,,,3PMBY0YE28YJRIZ6ZLFAYIHKL6LC9W,AO67HSBHKPIHX,Approved,Mon Dec 05 18:51:31 PST 2016,Mon Dec 05 19:00:33 PST 2016,Thu Dec 08 19:00:33 PST 2016,Mon Dec 05 19:29:35 PST 2016,,,542,100% (8/8),0% (0/0),0% (0/0),https://wcs.smartdraw.com/flowchart/img/basic-flowchart.jpg?bn=1510011060,"Enter text here...oval: start the process



 Rectangles: which show instructions or actions.





Diamonds:t where we must make a decision





Parallelograms,: input and output. (action)





oval: end of a process","Start, Null, Step

Step, Null, Decision

Decision, Yes, Action

Decision, No, Action

Action, Null, End",,

3LOJFQ4BOXAARMQHDCW8KDI1UZDDK2,3VKSEF3049T1QZJ9S55AHE8CAVD0N7,Translate a flowchart,"Write the shapes along with words (e.g., rectangle: process one)  and relation triplets (e.g., process one, null, process two)","flowchart, write, transcription",$0.20,Mon Dec 05 16:49:22 PST 2016,1,BatchId:2620054;,1800,259200,Wed Jan 04 16:49:22 PST 2017,,,3KB8R4ZV1F2FWNU8ZRPPFFXP7YLGBP,A2VFN2WZ2A14IN,Approved,Mon Dec 05 20:08:59 PST 2016,Mon Dec 05 20:16:26 PST 2016,Thu Dec 08 20:16:26 PST 2016,Mon Dec 05 20:23:00 PST 2016,,,447,100% (5/5),0% (0/0),0% (0/0),http://www.conceptdraw.com/How-To-Guide/picture/Cross-functional-flow-chart-Providing-telecom-services.png,"Rectangle: requst serivce, provide customer information,notify customer,consolidated pre-order valiation results,create new customer,address not valid.

triangle: customer found?,address found & validated, service avaible?,resoures available?.","Request Service, Null, Receive Service Request

Provide Customer Information, Null, Create New Customer

Provide Customer Information, Null, Gather Customer Information

Receive Service Request, Null, Select Service Package

Select Service Package, Null, Gather Customer Information

Gather Customer Information, Null, Perform Customer Information Inquiry

Perform Customer information Inquiry, Null, Customer Found?

Customer Found?, No, Create New Customer

Customer Found? Yes, Check Address

Check Address, Null, Address Found & Validated

Address Found & Validated, No, Address not Valid

Address Found & Validated, Yes, Check Service Avalibility

Address not Valid, Null, Notify Customer

Check Service Availability, Null, Service Available?

Service Avaliable?, No, Service not Avaliable at Address

Service not Available at Address, Null, Notify Customer

Service Available?, Null, Check Resource Avaliability

Check Resource Avalibility, Null, Resources Available?

Resources Avaliable?, No, Notify Customer

Resources Available?, Yes, Perform Service Portability

Perform Service Portability, Null, Check Customer Credit

Check Customer Credit, Null, Pre-order Validation results

pre-Order Validation Results, Null, Consolidated Pre-Order Validation Results",,

337F8MIIMZ8VE00KG8LXYP9M3OE40A,3VKSEF3049T1QZJ9S55AHE8CAVD0N7,Translate a flowchart,"Write the shapes along with words (e.g., rectangle: process one)  and relation triplets (e.g., process one, null, process two)","flowchart, write, transcription",$0.20,Mon Dec 05 16:49:22 PST 2016,1,BatchId:2620054;,1800,259200,Wed Jan 04 16:49:22 PST 2017,,,3VZLGYJEYM5M07SEUF5WPJ4N1RZXZ0,A36UM1HNONFW1P,Approved,Mon Dec 05 19:14:34 PST 2016,Mon Dec 05 19:24:21 PST 2016,Thu Dec 08 19:24:21 PST 2016,Mon Dec 05 19:29:34 PST 2016,,,587,100% (8/8),0% (0/0),0% (0/0),http://www.conceptdraw.com/How-To-Guide/picture/simple-flow-chart.png,"Rectangle: Generate initial population

Rectangle: Evaluate the fitness for each agent

Rectangle: Update the G, best and worst of the population

Rectangle: Calculate M and a for each agent

Rectangle: Update velocity and position

Irregular: Meeting end of criterion?

Rectangle: Return best solution","Generate initial population, Null, Evaluate the fitness for each agent

Evaluate the fitness for each agent, Null, Update the G, best and worst of the population

Update the G, best and worst of the population, Null, Calculate M and a for each agent

Calculate M and a for each agent, Null, Update velocity and position

Update velocity and position, Null, Meeting end of criterion?

Meeting end of criterion?, No, Evaluate the fitness for each agent

Meeting end of criterion?, Yes, Return best solution",,

3VDI8GSXAFOT85Y76D0D0TC7CRZ8GO,3VKSEF3049T1QZJ9S55AHE8CAVD0N7,Translate a flowchart,"Write the shapes along with words (e.g., rectangle: process one)  and relation triplets (e.g., process one, null, process two)","flowchart, write, transcription",$0.20,Mon Dec 05 16:49:22 PST 2016,1,BatchId:2620054;,1800,259200,Wed Jan 04 16:49:22 PST 2017,,,3IAS3U3I0GBPHTM10C40DB3OXFFB20,A1EGJBJBFBZJBA,Approved,Mon Dec 05 19:50:29 PST 2016,Mon Dec 05 20:07:57 PST 2016,Thu Dec 08 20:07:57 PST 2016,Mon Dec 05 20:09:26 PST 2016,,,1048,100% (41/41),0% (0/0),0% (0/0),https://conceptdraw.com/a1493c3/p1/preview/640/pict--euclid's-algorithm-flow-chart-euclidean-algorithm---flowchart.png--diagram-flowchart-example.png,"Rectangle: Eudid's algorithm for the greatest common divisor(god)of two numbers

Rectangle: INPUT A,B

Rhombus : B=0

Rhombus : A>B

Rectangle: B<-B-A

Rectangle: GOTO 2

Rectangle: A<-A-B

Rectangle: GOTO 2

Rectangle: PRINT A

Rectangle: END","INPUT A,B,Null,B=0

B=0,no,A>B

A>B,Yes,A<-A-B

A>B,No(<or=),B<-B-A

B<-B-A,Null,GOTO 2

B=0,yes,PRINT A

PRINT A,Null,END",,

3Q7TKIAPOT5LBS8ZYC89ZDVGJZIDL5,3VKSEF3049T1QZJ9S55AHE8CAVD0N7,Translate a flowchart,"Write the shapes along with words (e.g., rectangle: process one)  and relation triplets (e.g., process one, null, process two)","flowchart, write, transcription",$0.20,Mon Dec 05 16:49:22 PST 2016,1,BatchId:2620054;,1800,259200,Wed Jan 04 16:49:22 PST 2017,,,3B3WTRP3DCX6T0742SQ4M58Y9FC92O,A36UM1HNONFW1P,Approved,Mon Dec 05 19:55:21 PST 2016,Mon Dec 05 20:19:37 PST 2016,Thu Dec 08 20:19:37 PST 2016,Mon Dec 05 20:23:00 PST 2016,,,1456,100% (8/8),0% (0/0),0% (0/0),https://www.edrawsoft.com/images/examples/BasicFlow_full.png,"Rectangle: ALGOL 60

Rectangle: Pascal

Rectangle: Simula 67

Rectangle: Ada

Rectangle: C

Rectangle: Smalltalk-72

Rectangle: Smalltalk-74

Rectangle: Smalltalk-76

Rectangle: Smalltalk-78

Rectangle: Smalltalk-80

Rectangle: Lisp

Rectangle: LOOPS

Rectangle: Flavors

Rectangle: Common Lisp

Rectangle: Common Loops

Rectangle: New Flavors

Rectangle: CLOS

Rectangle: Clascal

Rectangle: Object Pascal (Apple)

Rectangle: Quick Pascal (Microsoft)

Rectangle: Turbo Pascal (Borland)

Rectangle: C with Classes

Rectangle: C++ 1.xx

Rectangle: C++ 2.xx","ALGOL 60, Null, Pascal

ALGOL 60, Null, C

ALGOL 60, Null, Simula 67

Pascal, Null, Ada

Pascal, Null, Clascal

Clascal, Null, Object Pascal (Apple)

Object Pascal (Apple), Null, Turbo Pascal (Borland)

Object Pascal (Apple), Null, Quick Pascal (Microsoft)

Quick Pascal (Microsoft), Null, Simula 67

C, Null, C with Classes

C with Classes, Null, C++ 1.xx

C++ 1.xx, Null, C++ 2.xx

C with Classes, Null, Simula 67

Simula 67, Null, Smalltalk-72

Smalltalk-72, Null, Smalltalk-74

Smalltalk-74, Null, Smalltalk-76

Smalltalk-76, Null, Smalltalk-78

Smalltalk-78, Null, Smalltalk-80

Smalltalk-74, Null, Flavors

Flavors, Null, Lisp

Lisp, Null, LOOPS

LOOPS, Null, Common Loops

Common Loops, Null, CLOS

CLOS, Null, Common Lisp

Common Lisp, Null Lisp

Flavors, Null, New Flavors",,

3P6ENY9P79R0X75VZ5UMYIIMUNHIH5,3VKSEF3049T1QZJ9S55AHE8CAVD0N7,Translate a flowchart,"Write the shapes along with words (e.g., rectangle: process one)  and relation triplets (e.g., process one, null, process two)","flowchart, write, transcription",$0.20,Mon Dec 05 16:49:22 PST 2016,1,BatchId:2620054;,1800,259200,Wed Jan 04 16:49:22 PST 2017,,,3Q8GYXHFEQX0QVXUWV2TM2CIZA2C55,A1EGJBJBFBZJBA,Approved,Mon Dec 05 18:50:24 PST 2016,Mon Dec 05 19:01:35 PST 2016,Thu Dec 08 19:01:35 PST 2016,Mon Dec 05 19:29:35 PST 2016,,,671,100% (41/41),0% (0/0),0% (0/0),https://grapholite.com/Images/FlowChartImage1.png,"Rectangle: Start

 Rectangle: Process 1

 Rhombus  : Decision 

 Rectangle: Process 2

 Rectangle: Process 3","Start,Null,Process 1

Process 1,Null,Decision

Decision,No,Process 2

Decision,Yes,Process 3",,

3B6F54KMR27ENAND2SLFAX82MWN1SH,3VKSEF3049T1QZJ9S55AHE8CAVD0N7,Translate a flowchart,"Write the shapes along with words (e.g., rectangle: process one)  and relation triplets (e.g., process one, null, process two)","flowchart, write, transcription",$0.20,Mon Dec 05 16:49:22 PST 2016,1,BatchId:2620054;,1800,259200,Wed Jan 04 16:49:22 PST 2017,,,3TPWUS5F8AWU3ECESWP2C2PVJ76WC6,A2VFN2WZ2A14IN,Approved,Mon Dec 05 18:52:48 PST 2016,Mon Dec 05 18:57:36 PST 2016,Thu Dec 08 18:57:36 PST 2016,Mon Dec 05 19:29:35 PST 2016,,,288,100% (5/5),0% (0/0),0% (0/0),http://www.computerhope.com/jargon/f/flowchart.jpg,"Oval: check whether computer turns on



Squae:Perform tasks that makes computer turns on



Rectangle:status of computer","Flowchart Example, Null, Does the computer turn on?

Does the computer turn on?, Yes, Are there any error messages?

Are there any error messages?, Yes, Perform a search for the error message

Are there any error messages?, No, Computer is fine

Does the computer turn on?, No, Is the computer power light on?

Is the computer power light on?, Yes, Turn the computer monitor on

Is the computer power light on? No, Check the computer power cord",,

3EHIMLB7F7U781TIQJIVLTO8RRC8HN,3VKSEF3049T1QZJ9S55AHE8CAVD0N7,Translate a flowchart,"Write the shapes along with words (e.g., rectangle: process one)  and relation triplets (e.g., process one, null, process two)","flowchart, write, transcription",$0.20,Mon Dec 05 16:49:22 PST 2016,1,BatchId:2620054;,1800,259200,Wed Jan 04 16:49:22 PST 2017,,,30LSNF239VQZ41076MWHZY71S5O2IP,AO67HSBHKPIHX,Approved,Mon Dec 05 17:18:33 PST 2016,Mon Dec 05 17:48:15 PST 2016,Thu Dec 08 17:48:15 PST 2016,Mon Dec 05 18:49:06 PST 2016,,,1782,100% (8/8),0% (0/0),0% (0/0),http://1.bp.blogspot.com/-irV4xpkxWsY/TcVXy5Y2nGI/AAAAAAAAACA/rmR1YuJ2_yM/s1600/visual%20basic%20flow%20chart.PNG,"Enter text here...oval shape start the program ,Parallelograms-input( mark1 and mark2) and output (total).rectangle-total mark=mark1+mark2 (calculation) then program end(oval)","


Start, Null, Input the Marks1 and Marks2 

Input the Marks1 and Marks2, Null, Total mark=marks1+marks2

Total mark=marks1+marks2, Null, Output: Total

Output: Total, Null, Endt

",,

39HYCOOPKOG5HAQKYO9OZQA5J48DM7,3VKSEF3049T1QZJ9S55AHE8CAVD0N7,Translate a flowchart,"Write the shapes along with words (e.g., rectangle: process one)  and relation triplets (e.g., process one, null, process two)","flowchart, write, transcription",$0.20,Mon Dec 05 16:49:22 PST 2016,1,BatchId:2620054;,1800,259200,Wed Jan 04 16:49:22 PST 2017,,,30BUDKLTXEQFNTH8SM8OCQCLKMGE51,A3C2QUMRIR1KKE,Approved,Mon Dec 05 19:02:39 PST 2016,Mon Dec 05 19:18:08 PST 2016,Thu Dec 08 19:18:08 PST 2016,Mon Dec 05 19:29:34 PST 2016,,,929,100% (19/19),0% (0/0),0% (0/0),http://irsa.ipac.caltech.edu/data/SPITZER/docs/irs/irsinstrumenthandbook/images/IRS_Instrument_Handbook185.png,"Rectangle: Start with (modified) BCDs

Pentagon: Subtract Background

Rectangle: Extract Spectrum

Rhombus: Is 1D background subtraction necessary?

Pentagon: Clean up spectrum

Rectangle: Subtract 1D model background","Start with (modified) BCDs, Null, Subtract Background

Subtract Background, Null, Extract Spectrum

Extract Spectrum, Null, Is 1D background subtraction necessary?

Is 1D background subtraction necessary?, Yes, Subtract 1D model background

Is 1D background subtraction necessary?, No, Clean up spectrum

Subtract 1D model background, Null, Clean up spectrum",,

32TZXEA1OLFVLPL2CRPXCUSW8GK41D,3VKSEF3049T1QZJ9S55AHE8CAVD0N7,Translate a flowchart,"Write the shapes along with words (e.g., rectangle: process one)  and relation triplets (e.g., process one, null, process two)","flowchart, write, transcription",$0.20,Mon Dec 05 16:49:22 PST 2016,1,BatchId:2620054;,1800,259200,Wed Jan 04 16:49:22 PST 2017,,,338JKRMM27UOD9KRDJ7B54PK4G7HAO,A36UM1HNONFW1P,Approved,Mon Dec 05 18:34:50 PST 2016,Mon Dec 05 18:40:27 PST 2016,Thu Dec 08 18:40:27 PST 2016,Mon Dec 05 18:49:05 PST 2016,,,337,100% (8/8),0% (0/0),0% (0/0),https://wcs.smartdraw.com/flowchart/img/flowchart-color-helpful.jpg?bn=1510011060,"Irregular: Design a Postcard

Rectangle: Is the design based on a template?

Rectangle: Yes

Rectangle: No","Design a Postcard, Null, Is the design based on a template?

Is the design based on a template?, Null, Yes

Is the design based on a template?, Null, No",,

3X2YVV51PUZ7UR4MMXVG7MBNS9IW1Q,3VKSEF3049T1QZJ9S55AHE8CAVD0N7,Translate a flowchart,"Write the shapes along with words (e.g., rectangle: process one)  and relation triplets (e.g., process one, null, process two)","flowchart, write, transcription",$0.20,Mon Dec 05 16:49:22 PST 2016,1,BatchId:2620054;,1800,259200,Wed Jan 04 16:49:22 PST 2017,,,3IJXV6UZ1YEG8LHSLCBI06F94XMRIB,AO67HSBHKPIHX,Approved,Mon Dec 05 22:41:10 PST 2016,Mon Dec 05 22:58:22 PST 2016,Thu Dec 08 22:58:22 PST 2016,Tue Dec 06 15:05:20 PST 2016,,,1032,100% (8/8),0% (0/0),0% (0/0),https://support.content.office.net/en-us/media/f5d9cb75-dbfb-4885-b6cd-0e717e64ae30.gif,"Enter text here...oval:A team member sugest aproject -Start





rectangle:process-discuss idea



dimond:decission","A team member suggests a project, Null, Team discussion idea in a meeting

Team discussion idea in a meeting, Null, Participants decide if it's a good idea

Participants decide if it's a good idea, Yes, Team member further defines project

Participants decide if it's a good idea, No, Team rejects idea

Team rejects idea, Null, End of proposal process

Team member further defines project, Null, Team member writes proposal

Team member writes proposal, Null, Team reviews proposal

Team member writes proposal, Null, Proposal OK?

Proposal OK?, Yes, Team sends proposal to final decision-maker

Proposal OK?, No, Team member revises proposal

Team member revises proposal, Null, Team reviews proposal

 Team sends proposal to final decision-maker, Null, End of proposal process

Participants decide if it's a good idea, Not enough info, Team member conducts more research

Team member conducts more research, Null, Team discusses idea in a meeting


",,

3JMQI2OLFZ0BZSBKAPOOC5Z5OUIDN7,3VKSEF3049T1QZJ9S55AHE8CAVD0N7,Translate a flowchart,"Write the shapes along with words (e.g., rectangle: process one)  and relation triplets (e.g., process one, null, process two)","flowchart, write, transcription",$0.20,Mon Dec 05 16:49:22 PST 2016,1,BatchId:2620054;,1800,259200,Wed Jan 04 16:49:22 PST 2017,,,3S96KQ6I9NZCGPEYXNF29O0E0D4TDH,A2VFN2WZ2A14IN,Approved,Mon Dec 05 20:04:57 PST 2016,Mon Dec 05 20:08:58 PST 2016,Thu Dec 08 20:08:58 PST 2016,Mon Dec 05 20:09:26 PST 2016,,,241,100% (5/5),0% (0/0),0% (0/0),https://www.gliffy.com/blog/wp-content/uploads/2015/02/who_ate_my_sandwich.svg,"follow trail of mayo to likely suspect,admistrative dirty look make test sandwitch with dog food and thumbtacks wait.",suspect denies,,

3ODOP6T3ASF2AA3YVVPBHD210MY42U,3VKSEF3049T1QZJ9S55AHE8CAVD0N7,Translate a flowchart,"Write the shapes along with words (e.g., rectangle: process one)  and relation triplets (e.g., process one, null, process two)","flowchart, write, transcription",$0.20,Mon Dec 05 16:49:22 PST 2016,1,BatchId:2620054;,1800,259200,Wed Jan 04 16:49:22 PST 2017,,,3CFJTT4SXUL6Q2XDCYDCVPO93LDI7O,AO67HSBHKPIHX,Approved,Mon Dec 05 17:48:16 PST 2016,Mon Dec 05 18:04:42 PST 2016,Thu Dec 08 18:04:42 PST 2016,Mon Dec 05 18:49:06 PST 2016,,,986,100% (8/8),0% (0/0),0% (0/0),http://www.conceptdraw.com/How-To-Guide/picture/Opportunity-flow-chart-Replacing-engine-oil.png,"Enter text here.oval shape start engine oil change  



rectangle:engine warmup;engine disabling ;get tools and rags



Parallelograms:engine oil and oil filter ready to hand if no buy it yes chang oil



 oval:end","Decision of Engine Oil Change, Null, Engine Warm-Up

Engine Warm-up, Null, Engine Disabling

Engine Disabling, Null, Get Tools and Rags

Get Tools and Rags, Null, Engine Oil and Oil Filter Ready at Hand?

Engine Oil and Oil Filter Ready at Hand?, No, Buy Engine Oil and Oil filter

Engine Oil and Oil Filter Ready at Hand?, Yes, Engine Oil and Filter Change

Engine Oil and Filter Change, Null, Clean up and put Tools away

Buy Engine Oil and Oil Filter, Null, Engine Oil and Filter Change",,

3IHWR4LC7D874W42W10GL5PNR4R8IG,3VKSEF3049T1QZJ9S55AHE8CAVD0N7,Translate a flowchart,"Write the shapes along with words (e.g., rectangle: process one)  and relation triplets (e.g., process one, null, process two)","flowchart, write, transcription",$0.20,Mon Dec 05 16:49:22 PST 2016,1,BatchId:2620054;,1800,259200,Wed Jan 04 16:49:22 PST 2017,,,3VNXK88KKDDFQR56Q2AFOA596D0V9D,A36UM1HNONFW1P,Approved,Mon Dec 05 18:40:37 PST 2016,Mon Dec 05 18:51:50 PST 2016,Thu Dec 08 18:51:50 PST 2016,Mon Dec 05 18:53:21 PST 2016,,,673,100% (8/8),0% (0/0),0% (0/0),http://www1.adept.com/main/ke/data/Procedures/EtherTrouble/images/ethernet_trouble_flowchart3.gif,"Rectangle: PING the Equipment

Irregular: Can you PING?

Rectangle: Troubleshoot Software

Rectangle: Troubleshoot Hardware

Irregular: Can You Ping/

Rectangle: Test Simple Network

Rectangle: Troubleshoot Configuration

Irregular: Can You Ping?","PING the Equipment, Null, Can you PING?

Can you PING?, yes, Troubleshoot Software

Can you PING?, no, Troubleshoot Hardware

Can you PING?, Null, Test Simple Network

Troubleshoot Hardware, Null, Can You Ping?

Can You Ping?, no, Troubleshoot Configuration

Can You Ping?, yes, Can You Ping?

Troubleshoot Configuration, Null, Can You Ping?

